google_place_id,name,category,location_zone,rating_norm,review_count_norm,weighted_score,category_enc,zone_enc,cat_accommodation,cat_attraction,cat_beach,cat_entertainment,cat_food_drink,cat_history,cat_museum,cat_nature,cat_religious,cat_shopping,zone_cebu_city,zone_eastern_cebu,zone_north_cebu,zone_north_metro,zone_south_cebu,zone_south_metro
ChIJiYix3uCbqTMRAqkwfbD7es0,Fort San Pedro,attraction,cebu_city,0.8,0.9410782382806875,0.8001848772594393,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
ChIJPwVVvlqfqTMR8k8YW0-7Luo,Temple of Leah,attraction,cebu_city,0.8,0.9718922168255049,0.8001411961928331,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
ChIJAeJQylufqTMRoYHzWBE4lzM,TOPS Cebu,nature,cebu_city,0.875,0.8977691500114221,0.8745781877082153,7,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
ChIJdZVg9F6ZqTMRbU7ErBLR6vU,Casa Gorordo Museum,museum,cebu_city,0.8999999999999999,0.728645319872463,0.8971994724892661,6,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
ChIJQVwA2-ObqTMR--ZXFjrCXiQ,Magellan's Cross,history,cebu_city,0.8500000000000001,0.989185684380206,0.8499139721073367,5,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
ChIJmRDV5l6ZqTMR_TGUzibVfww,Yap-San Diego Ancestral House,history,cebu_city,0.8500000000000001,0.7827031987335773,0.8494819848920795,5,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
ChIJH7-Frg-hqTMRcR-eubefklo,Sirao Garden,attraction,north_metro,0.8500000000000001,0.8501663048262773,0.8497106399983101,1,3,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ChIJz_XF1U-ZqTMRLuh28VvaWq0,Sky Experience Adventure,attraction,cebu_city,0.8,0.6953727320840072,0.8015318678051762,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
ChIJkRLIDF2ZqTMRYsvjh5V6j3M,Museo Sugbo,museum,cebu_city,0.825,0.7005250387546226,0.8252135744773753,6,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
ChIJdWAY9omZqTMR5PT1YBVRFhM,Beverly Hills Lahug Cebu City,attraction,cebu_city,0.875,0.4503417356792985,0.8601489204801508,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
ChIJU4E_P7yeqTMRmYjKAQ_D5kY,Celestial Garden,religious,cebu_city,0.7,0.31524143251249886,0.7797893056042371,8,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
ChIJXZDS_wqcqTMRtjB3-gvX4X4,The Cube - SM Seaside City,history,cebu_city,0.825,0.5983642581794981,0.825489502882628,5,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
ChIJ8ZcMGyuZqTMRh0kBRAhSv_o,Cebu Taoist Temple,religious,cebu_city,0.825,0.7906834012023214,0.825099316116578,8,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
ChIJtUqLDKibqTMRvX48jFWyLX8,Downtown Cebu City,attraction,cebu_city,0.65,0.19382868665643888,0.7993822292323869,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
ChIJSWEB-vehqTMRqKcQS5qhODE,Budlaan Falls,attraction,cebu_city,0.825,0.5328802741306125,0.8258005028343729,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
ChIJadEVV0yZqTMRekT3PI-8Jwc,Cebu Kilometer Zero,attraction,cebu_city,0.95,0.1829919847058274,0.8476768432871731,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
ChIJQYJWH1-ZqTMRL8vTiCw8NSk,1730 Jesuit House,museum,cebu_city,0.8999999999999999,0.5207260682974214,0.885503826860423,6,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
ChIJ4dWUPl-ZqTMRRAXUfxKt42s,Colon Obelisk arcae,history,cebu_city,0.65,0.38859317540904725,0.7314812159449383,5,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
ChIJhwbYF6KhqTMRnblKTxe9bqo,Heritage of Cebu Monument,history,cebu_city,0.825,0.7089596307978996,0.8251990035083582,5,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
ChIJ1x1EHOGbqTMR5_q34HlTerk,Plaza Independencia,nature,cebu_city,0.8500000000000001,0.7638097776318199,0.8493910356746585,7,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
ChIJocIZfv6bqTMRMHD_dmj-wqg,Taboan Public Market,shopping,cebu_city,0.825,0.9100718750285097,0.8250352772952191,9,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
ChIJAaoG--ObqTMRRGDPktel7bk,Sugbu Chinese Heritage Museum,history,cebu_city,0.75,0.4026046419449713,0.783584184355451,5,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
ChIJpbDccACbqTMRJYVjO8bttgI,Cebu City Seawall,attraction,cebu_city,0.675,0.24332405222621672,0.7918626326355033,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
ChIJ__-v5-GbqTMRZsiTt-BnJLw,Rajah Humabon Monument & Humabon Historical Marker,history,cebu_city,0.675,0.3347806886368033,0.7636544109648645,5,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
ChIJT7kt7uGbqTMRE9pS3Ayv3ao,Archdiocesan Museum of Cebu,museum,cebu_city,0.825,0.5907510191454818,0.8255193506193736,6,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
ChIJlWUN8-GbqTMRepueypood48,Cebu Metropolitan Cathedral,religious,cebu_city,0.925,0.7958813831437923,0.9228648232622406,8,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
ChIJ44n4BUqZqTMRnTzd5jeE0gQ,Cebu Provincial Capitol,attraction,cebu_city,0.8500000000000001,0.46264554589307655,0.8437526129755617,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
ChIJ0_q_fuGbqTMR7Jtr5sWh-hU,Museo Basílica Del Santo Niño,museum,cebu_city,0.8500000000000001,0.3565035377716136,0.8390835131994023,6,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
ChIJO88KUwCfqTMRXjMon7rGBD0,Busay Cebu,attraction,cebu_city,0.95,0.12491146230148244,0.8402351591626038,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
ChIJwQ3KH9qYqTMRiX2vvF5-pcI,Goddess of Mercy,attraction,cebu_city,0.825,0.19382868665643888,0.8285488958990536,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
ChIJS5JJOgadqTMRUJqM5_VlPyo,Cebu Ocean Park,entertainment,cebu_city,0.8500000000000001,0.8791899876127952,0.8497751374141248,3,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
ChIJR3ruO0WfqTMRGBL1kQa3o_k,Pillar of wisdom,attraction,cebu_city,1.0,0.1424382886719887,0.8475523884632717,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
ChIJkw4YkuSbqTMRj-KNt73Rp_w,Carbon Market,shopping,cebu_city,0.8,0.9346235823984148,0.8001956055293413,9,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
ChIJkdhu5OObqTMRKja-3osRDPM,Jose Rizal Monument,history,cebu_city,0.75,0.1710125664748402,0.8183264440335036,5,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
ChIJEXt_JeGbqTMRBiTzDaj6YkE,Cebu Veterans Memorial,history,cebu_city,0.925,0.1829919847058274,0.8438632839651392,5,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
ChIJ5-E8c0WZqTMRl_XfV23NVlI,Eukaristiya - Garden of Thanksgiving,nature,cebu_city,0.875,0.10418162657770265,0.8326469213693187,7,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
ChIJkZqKMgCbqTMRzNY50ysUixQ,Pier Jays Fishing Spot,attraction,cebu_city,0.0,0.04610110417335775,0.7973641106527541,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
ChIJJ6QUUPKhqTMRNu715p48jA8,Little Amsterdam of Cebu,nature,north_metro,0.8,0.3848028473320057,0.8135456829068817,7,3,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
ChIJrUuKapKVqzMRQvxRUEQqaqc,Cancalanog Falls,attraction,south_cebu,0.8500000000000001,0.5165694947833283,0.8456241930546128,1,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ChIJAQAAAJGdqzMRCm_lZQIGNNs,Binalayan Hidden Falls,attraction,south_cebu,0.925,0.5907510191454818,0.9133242286681542,1,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ChIJ-5U3mZehqTMRyboNdkeoXsQ,Celosia Flower Farm,nature,north_metro,0.8500000000000001,0.42083549107780516,0.8420225673380248,7,3,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
ChIJeX8MgLLYqzMRue1rgnb9bHY,Mantayupan Falls,attraction,south_metro,0.8999999999999999,0.7023099939820442,0.8965048752509319,1,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ChIJG307GL6WqzMRTsYGmmkWu7k,Cambais Falls,attraction,south_cebu,0.875,0.5581467022658537,0.8678529179810726,1,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ChIJzaFdmHHAqzMRzyRjfu-ZeDU,Kawasan Falls,nature,south_cebu,0.875,0.9049046009297804,0.8746036280336124,7,4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
ChIJjwZQ6IvcqzMR0WqHoCd4ap4,Lusno Falls,attraction,south_metro,0.8500000000000001,0.44925369567448575,0.8432217892414591,1,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ChIJ56x_EsGbqzMR-DcsH4m41Z8,Kabutongan Falls,attraction,south_cebu,0.725,0.5057932551116435,0.7486951534270145,1,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ChIJL_Kb3FidqzMRBxynW5Qfs0I,Dao Falls,attraction,south_cebu,0.825,0.57810474086302,0.8255724025643635,1,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ChIJ4bgwIiOcqzMROg1NpXKtrcA,Inambakan Falls,attraction,south_cebu,0.875,0.6640769430004673,0.8718967893540613,1,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ChIJe4fNPUCZqTMR5ifh0jqkDSg,Cebu City Tour,attraction,cebu_city,0.875,0.21282262129011165,0.8381118347410195,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
ChIJOeNmWACVqzMRVj54zGvmqAc,Kanlaob Falls,attraction,south_cebu,0.875,0.27769317964348883,0.8432351910269892,1,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ChIJQRl4S1iZqTMRZzvp3uOXAFg,University of San Carlos Museum,museum,cebu_city,0.875,0.6009848449027181,0.8698489498962685,6,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
ChIJfcqOsBqZqTMR-AN8c3kGw_I,Cebu Kartzone Track,entertainment,cebu_city,0.8,0.6153004374407369,0.8029435286799663,3,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
ChIJYXnnKByZqTMRC1Wb7XGAw3E,EscapeCEBU,entertainment,cebu_city,0.925,0.3565035377716136,0.874609828988876,3,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
ChIJZW5_y-abqTMRO1ZYVTbD6mE,National Museum of the Philippines - Cebu,museum,cebu_city,0.8999999999999999,0.6546036963781441,0.8948136858562216,6,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
ChIJ7QGoYuGbqTMRU-2y4Igwiyw,BPI Museum,museum,cebu_city,0.75,0.20372182042960718,0.8149661271138232,6,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
ChIJUx4yODN2qzMRkZqWp_7Nego,Aguinid Falls,attraction,south_cebu,0.875,0.6195350743378087,0.8705504547742086,1,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ChIJf4X5EVeZqTMRQ_EpX26alNA,Cebu City Sports Center,entertainment,cebu_city,0.8500000000000001,0.801297865311393,0.8495585073452292,3,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
ChIJ3xcIQNCXqTMR5QCimnAfri4,Mactan Shrine,history,eastern_cebu,0.8500000000000001,0.7424733970936277,0.8492696716577066,5,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
ChIJBcknJOGbqTMR0FI5ageqdP8,Andres Bonifacio Monument and Historical Marker,history,cebu_city,0.875,0.21282262129011165,0.8381118347410195,5,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
ChIJsU0lXrqbqTMRSzJaUJRJoiQ,Church and Convent of Santo Niño Historical Marker,history,cebu_city,0.875,0.2618023428339521,0.8418541123759886,5,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
ChIJPTWPS_6bqTMRToHjT4WgsQY,Battle of Tres de Abril Marker,history,cebu_city,0.825,0.20372182042960718,0.8284907172777577,5,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
ChIJs6m8SvabqTMRcrwULq3v-uk,South Road Properties Welcome Hill Tower,history,cebu_city,0.875,0.3461601091015959,0.8498674038894859,5,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
ChIJkQyF2eCbqTMRT8Gue94LhzI,Monument of Italian Antonio Pigafetta,history,cebu_city,0.7749999999999999,0.27263904478456363,0.8132103345625804,5,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
ChIJC9HXAuGbqTMRgVdZM4RjjwE,Miguel López de Legazpi Monument,history,cebu_city,0.8,0.34342023404587896,0.816254819488258,5,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
ChIJv57vuByXqTMRVxIpurXB7Vg,Lapulapu Monument,history,eastern_cebu,0.8500000000000001,0.7177430392779295,0.8490997688836313,5,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
ChIJb0AvS8ObqTMRiOdREpMasi0,Cebu China Town,history,cebu_city,0.75,0.12491146230148244,0.8220533409807858,5,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
ChIJI-Q9vUuZqTMReWgG8h-y65w,Philippine Chinese Spiritual Temple,religious,cebu_city,0.8999999999999999,0.33174852726885745,0.85887132272027,8,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
ChIJEalesxWZqTMRXDp52gxWuPo,Carmelite Monastery,religious,cebu_city,0.95,0.7119273018740058,0.9444967490920174,8,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
ChIJKyHUX_SfqzMRGnhoQMklRJY,Cuartel Ruins (Museo Oslob),history,south_cebu,0.875,0.7346644916027003,0.8732791074145547,5,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
ChIJ95A-5AycqTMRAigIv9nsSQs,Chapel of San Pedro Calungsod,religious,cebu_city,0.925,0.6635800770407408,0.9184781113813941,8,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
ChIJ4bw-lTQBqTMR_vaucHWN0NA,Old Panghaw Ruins,attraction,north_cebu,0.95,0.10418162657770265,0.8382024769248744,1,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
ChIJp45-1uObqTMRKiyk55UEjGY,Minor Basilica of the Holy Child of Cebu (Basilica Minore Del Sto. Niño de Cebu),religious,cebu_city,0.925,0.9516596637379917,0.9244484946721133,8,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
ChIJP_YPFwq9qTMRhff__b7AQqY,Bagacay Point Lighthouse,history,eastern_cebu,0.8500000000000001,0.5538717884804678,0.8466546250127202,5,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
ChIJM7oYEkWZqTMRTTYgCz5HUaY,Cebu Archdiocesan Shrine of Saint Pedro Calungsod,religious,cebu_city,0.925,0.45459267238470485,0.8947021123667293,8,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
ChIJzS-uWE6ZqTMR7yjRf5E9bt0,Fuente Osmeña Circle,nature,cebu_city,0.8,0.8229304069254404,0.800516755123258,7,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
ChIJ5-55wmd9qTMR6ltkkrdlwOw,Mercado Mansion,history,south_metro,0.8500000000000001,0.31524143251249886,0.8371967130116447,5,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
ChIJD4VamGibqTMRVm86CV46lfY,Gotiaoco Building,history,cebu_city,1.0,0.0,0.832606544194965,5,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
ChIJaWQelRyXqTMRVFOehBPdGPs,Magellan's Marker,history,eastern_cebu,0.8,0.7598223737284465,0.8008887811384832,5,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
ChIJ40-A7RecqTMR3k8P-RT__BU,Jumalon Butterfly Sanctuary And Art Gallery,museum,cebu_city,0.8500000000000001,0.5448072842883775,0.8464239094963559,6,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
ChIJX0FewuObqTMRpcVANk2piqg,Sergio V. Osmeña Jr. Monument,history,cebu_city,0.35,0.12491146230148244,0.7856897046171494,5,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
ChIJpcoLrk6ZqTMRcExWAjIzTbo,Cebu City Museum,museum,cebu_city,0.725,0.22909308887918511,0.8064520899053628,6,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
ChIJOztTQwCZqTMRSfbvMK1lusQ,UP Cebu Museum of Art & Culture,museum,cebu_city,0.575,0.07881035812812472,0.8148666746027022,6,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
ChIJff35ql-ZqTMR2rs9ITa-M8A,Museo Parian sa Sugbo,history,cebu_city,0.8999999999999999,0.20372182042960718,0.8420153074416921,5,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
ChIJi90hrk6ZqTMRpSo_IcOSSrU,Rizal Memorial Library & Museum Building,museum,cebu_city,0.8500000000000001,0.5159630970107802,0.8456056514997595,6,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
ChIJVVVVWVeZqTMRl7svJzEKQdE,Cebu Normal University Museum,museum,cebu_city,0.875,0.4249704672297206,0.857804013187543,6,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
ChIJv5CQXACXqTMRoPabt38KtYk,Mactan World Museum,history,eastern_cebu,0.925,0.07881035812812472,0.8346779953574192,5,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
ChIJY-TUSIGZqTMR3Wq19sd6T4o,STC Folklife Museum,museum,cebu_city,0.625,0.1424382886719887,0.8073738170347003,6,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
ChIJWXXYEWh9qTMR4F1__49kG-0,Carcar City Museum,museum,south_metro,0.7749999999999999,0.43281490930879224,0.7945175090211742,6,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
ChIJAQAA0EuZqTMRa-VZiB1rJ0M,Governors' Gallery,museum,cebu_city,0.75,0.0,0.8277045834106512,6,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
ChIJfwUUEeGiqzMRDZchWloRdos,Boljoon Parish Museum,museum,south_cebu,0.8999999999999999,0.3747343869044474,0.8656595510091574,6,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
ChIJm2Mp6xiZqTMRemzTwBMXRVk,Qube Gallery,museum,cebu_city,0.875,0.3704433375463611,0.852355779742012,6,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
ChIJva7EA-KhqTMRXv0yKCs_kPg,Terrazas de Flores Botanical Garden and Restaurant,food_drink,cebu_city,0.825,0.6392415069970041,0.825353710554723,4,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
ChIJRYgcrqV5qTMRatgajOsUJiE,Museo de Naga,museum,south_metro,0.925,0.1424382886719887,0.8395166741775575,6,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
ChIJZar-8URlqDMRN_CRHFT0Fco,Medellin Town Museum,museum,north_cebu,0.8,0.23643107438437416,0.822506673137588,6,2,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
ChIJnagE7CsNqTMRFZ1wkCBdgH8,Rica Juarez Studio,museum,north_metro,1.0,0.10418162657770265,0.841906180628578,6,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
ChIJpfi_g_WaqTMRbZPSsZ7-BsU,Cordova Museum,museum,eastern_cebu,0.44999999999999996,0.10418162657770265,0.8011654398878373,6,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
ChIJR6nEAT-ZqTMRrs6rLtOswdk,Ayala Terraces,shopping,cebu_city,0.875,0.922831043916823,0.8746610247152724,9,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
ChIJm1S9B92ZqTMRcvwrwgnkgN4,Jose Joya Art Gallery,museum,cebu_city,1.0,0.21282262129011165,0.8623053831281162,6,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
ChIJH2URLOaYqTMRAo6UJjq4ar0,Artissimo Art House,entertainment,cebu_city,0.875,0.1424382886719887,0.8341595313204146,3,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
ChIJsxkTKgCdqTMRSM0rYN4esCU,ALIGATO PALACE,museum,cebu_city,1.0,0.07881035812812472,0.8389232783762871,6,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
ChIJZz844hudqTMRrHiRx6mqHdk,Museo de Talisay (ecomuseum),museum,south_metro,0.55,0.12491146230148244,0.8038715227989676,6,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
ChIJdcjIFgucqTMR-kymV6QRuqA,Sky Park Garden,nature,cebu_city,0.925,0.33174852726885745,0.8693364389993398,7,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
ChIJ8z8T0ZWYqTMRE57h00Gphes,D' Family Park,nature,cebu_city,0.7749999999999999,0.6359033057444639,0.7796295797848859,7,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
ChIJAQAAAE2fqTMRzRCgt8lYPJQ,Mountain View Nature's Park,accommodation,cebu_city,0.8,0.6779086363704533,0.8017711062396408,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
ChIJzQIV3CGZqTMRlWk_9p1F2hQ,Cebu IT Park,nature,cebu_city,0.875,0.979823363093989,0.8747940693097374,7,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
