source,name,category,average_rating,review_count,price_range,latitude,longitude,location_text,description,what_to_expect,url,image_url
Sugbo,Lake Pingganon Toledo,attraction,,,,,,"Toledo City, Cebu — approx. 3-4 hours away from Mactan Airport.","Location: Toledo City, Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: Lake, Camping, Trekking","Lake, Camping, Trekking",https://sugbo.ph/2019/lake-bensis-toledo/,https://sugbo.ph/wp-content/uploads/2019/09/Lake-Bensis-Pingganon-Toledo-Cebu-1-1024x768.jpg
Sugbo,Kawa Bath at Fantasy Lodge,beach / island / marine,,,,,,"Barangay Dalahican, Samboan, Southern Cebu — approx. 3-4 hours away from Mactan Airport.","Location: Barangay Dalahican, Samboan, Southern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: Kawa Bath, Beach, Pool","Kawa Bath, Beach, Pool",https://sugbo.ph/2018/fantasy-lodge-samboan-cebu/,https://sugbo.ph/wp-content/uploads/2018/02/fantasy-lodge-cebu2.jpg
Sugbo,Danasan Eco Adventure Park,park / attraction,,,,,,"Brgy. Danasan, 6004, Danao City — approx. 2 hours away from Mactan Airport.","Location: Brgy. Danasan, 6004, Danao City — approx. 2 hours away from Mactan Airport. | What to expect: Over 10 Adventure Rides, Kayak, Kawa Bath, Pool, Accommodation","Over 10 Adventure Rides, Kayak, Kawa Bath, Pool, Accommodation",https://sugbo.ph/2019/danasan-eco-adventure-park-cebu/,https://sugbo.ph/wp-content/uploads/2017/11/danasanecoadventurepark-12.jpg
Sugbo,SM Seaside City Cebu,park / attraction,,,,,,"South Road Properties, Cebu City (near Cebu Ocean Park) — approx. 2 hours away from Mactan Airport.","Location: South Road Properties, Cebu City (near Cebu Ocean Park) — approx. 2 hours away from Mactan Airport. | What to expect: Shopping mall, Indoor Theme Parks, Concept stores","Shopping mall, Indoor Theme Parks, Concept stores",https://sugbo.ph/?s=sm+seaside,https://sugbo.ph/wp-content/uploads/2019/04/smseaside-1024x623.jpg
Sugbo,IL Corso Lifestyle Mall and the Dancing Fountains,food / dining,,,,,,"South Road Properties, Cebu City — approx. 2 hours away from Mactan Airport.","Location: South Road Properties, Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Dancing fountains, Restaurants, Cinemas, Shopping mall (soon-to-open)","Dancing fountains, Restaurants, Cinemas, Shopping mall (soon-to-open)",https://sugbo.ph/?s=il+corso,https://sugbo.ph/wp-content/uploads/2018/10/ilcorso-lifestylemall-cebu2-1024x498.jpg
Sugbo,Bojo River Aloguinsan,museum / historical,,,,,,"Aloguinsan, Southern Cebu — approx. 4-5 hours away from Mactan Airport.","Location: Aloguinsan, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: River cruising, hanging rice experience, local heritage tour","River cruising, hanging rice experience, local heritage tour",https://sugbo.ph/2019/bojo-river-tour-aloguinsan/,https://sugbo.ph/wp-content/uploads/2018/05/Bojo-River-Aloguinsan-Cebu-6-1024x768.jpg
Sugbo,Tumalog Falls in Oslob,waterfall / adventure,,,,,,"Oslob, Southern Cebu — approx. 2 hours away from Mactan Airport.","Location: Oslob, Southern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Waterfalls, Fish spa, Nearby attractions in Oslob","Waterfalls, Fish spa, Nearby attractions in Oslob",https://sugbo.ph/2019/whale-shark-oslob-cebu-guide/,https://sugbo.ph/wp-content/uploads/2018/10/tumalog-falls-oslob-cebu.jpg
Sugbo,Dao Falls in Samboan,waterfall / adventure,,,,,,"Samboan, Southern Cebu — approx. 2 hours away from Mactan Airport.","Location: Samboan, Southern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Waterfalls, 15-20 min trek","Waterfalls, 15-20 min trek",https://sugbo.ph/2019/waterfalls-in-cebu/,https://sugbo.ph/wp-content/uploads/2017/09/dao-falls-1024x768.jpg
Sugbo,Cancalanog Falls in Alegria,waterfall / adventure,,,,,,"Alegria, Southern Cebu — approx. 2 hours away from Mactan Airport.","Location: Alegria, Southern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Waterfalls, 45 min trek","Waterfalls, 45 min trek",https://sugbo.ph/2019/waterfalls-in-cebu/,https://sugbo.ph/wp-content/uploads/2017/09/Cancalanog-Falls-Alegria-Cebu-2-1024x1024.jpg
Sugbo,Isla Romantica in Cordova,beach / island / marine,,,,,,"Cordova, Northern Cebu — approx. 1 hour away from Mactan Airport.","Location: Cordova, Northern Cebu — approx. 1 hour away from Mactan Airport. | What to expect: Man-made island",Man-made island,https://sugbo.ph/2018/isla-romantica-cordova/,https://sugbo.ph/wp-content/uploads/2018/03/Isla-Romantica-Cordova-8-1024x627.jpg
Sugbo,Q-Park in Compostela,museum / historical,,,,,,"Compostela, Northern Cebu — approx. 1-2 hours away from Mactan Airport.","Location: Compostela, Northern Cebu — approx. 1-2 hours away from Mactan Airport. | What to expect: 41-ft monument of the Virgin Mary and large, life-sized statues of the Stations of the Cross","41-ft monument of the Virgin Mary and large, life-sized statues of the Stations of the Cross",https://sugbo.ph/2019/q-park-compostela/,https://sugbo.ph/wp-content/uploads/2019/04/Q-Park-Compostela-Cebu.jpg
Sugbo,"Mt. Manunggal Eco Adventure Park, the Little Baguio of Cebu",park / attraction,,,,,,"Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport.","Location: Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: Horseback riding, Sky Biking, Zip Lining, Camping, Hiking","Horseback riding, Sky Biking, Zip Lining, Camping, Hiking",https://sugbo.ph/2018/baguiodecebu-ecomountain-adventures/,https://sugbo.ph/wp-content/uploads/2018/03/Baguio-de-Cebu-Eco-Mountain-Adventures-9-1024x683.jpg
Sugbo,West 35 Eco Mountain Resort,viewpoint / mountain,,,,,,"Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport.","Location: Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: 360-degree overlooking view, Kiddie Playground, Trekking, Accommodation","360-degree overlooking view, Kiddie Playground, Trekking, Accommodation",https://sugbo.ph/2019/west-35-eco-mountain-resort/,https://sugbo.ph/wp-content/uploads/2018/02/west35_5.jpg
Sugbo,Adventure Cafe,food / dining,,,,,,"Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport.","Location: Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: Coffee shop, Zipline, Wall Climbing, Stress Wall","Coffee shop, Zipline, Wall Climbing, Stress Wall",https://sugbo.ph/2019/adventure-cafe-cebu/,https://sugbo.ph/wp-content/uploads/2019/03/adventurecafe-cebu-1024x576.jpg
Sugbo,JVR Island in the Sky,beach / island / marine,,,,,,"Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport.","Location: Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: Colorful hanging bridge, Cable Car, Pool","Colorful hanging bridge, Cable Car, Pool",https://sugbo.ph/2019/jvr-island-in-the-sky-cebu/,https://sugbo.ph/wp-content/uploads/2017/11/jvrislandintheskycebu-hanging-bridge.jpg
Sugbo,"Florentino’s Eco Park, the Little Tagaytay of Cebu",park / attraction,,,,,,"Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport.","Location: Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: Overlooking view, Food & Drinks","Overlooking view, Food & Drinks",https://sugbo.ph/2019/florentinos-balamban-cebu/,https://sugbo.ph/wp-content/uploads/2019/06/Florentinos-Tagaytay-Cebu-3-1024x683.jpg
Sugbo,D’ Antique Village House,food / dining,,,,,,"Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport.","Location: Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: Antique house, food & drinks","Antique house, food & drinks",https://sugbo.ph/2017/d-village-antique-house-balamban/,https://sugbo.ph/wp-content/uploads/2017/10/dantiquehouse-balamban-11.jpg
Sugbo,MSDEA Ornamental Garden,garden / nature,,,,,,"Pung-ol, Brgy. Sibugay, (uphill) Cebu City — approx. 3 hours away from Mactan Airport.","Location: Pung-ol, Brgy. Sibugay, (uphill) Cebu City — approx. 3 hours away from Mactan Airport. | What to expect: Flower garden, Instagrammable spots","Flower garden, Instagrammable spots",https://sugbo.ph/2018/msdea-ornamental-garden-cebu-city/,https://sugbo.ph/wp-content/uploads/2018/11/MSDEA-Ornamental-Garden-Cebu-City-7.jpg
Sugbo,Maravilla White Beach,beach / island / marine,,,,,,"Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport.","Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach",White sand beach,https://sugbo.ph/2018/maravilla-beach-resort-tabuelan/,https://sugbo.ph/wp-content/uploads/2018/03/maravilla-beach-tabuelan-cebu-1024x575.jpg
Sugbo,Bacalla Woods Campsite,attraction,,,,,,"San Fernando, Southern Cebu — approx. 3 hours away from Mactan Airport.","Location: San Fernando, Southern Cebu — approx. 3 hours away from Mactan Airport. | What to expect: No-signal retreat, Bali-feels, Camping","No-signal retreat, Bali-feels, Camping",https://sugbo.ph/2018/bacalla-woods-campsite-cebu/,https://sugbo.ph/wp-content/uploads/2018/01/bacalla-woords-campsite-infinityswing2-1024x683.jpg
Sugbo,Siomai sa Tisa,food / dining,,,,,,"Brgy. Tisa, Cebu City — approx. 2.5 hours away from Mactan Airport.","Location: Brgy. Tisa, Cebu City — approx. 2.5 hours away from Mactan Airport. | What to expect: Siomai and street food trip in Tisa",Siomai and street food trip in Tisa,https://sugbo.ph/2018/unlimited-siomai-cebu/,https://sugbo.ph/wp-content/uploads/2018/03/Unli-Siomai-sa-Tisa-Cebu-2.jpg
Sugbo,Halo-Halo sa Tisa,food / dining,,,,,,"Brgy. Tisa, Cebu City — approx. 2.5 hours away from Mactan Airport.","Location: Brgy. Tisa, Cebu City — approx. 2.5 hours away from Mactan Airport. | What to expect: Halo-Halo, Siomai and street food trip in Tisa","Halo-Halo, Siomai and street food trip in Tisa",https://sugbo.ph/2018/halo-halo-sa-tisa/,https://sugbo.ph/wp-content/uploads/2018/07/ams-halo-halo-tisa-cebu2-1024x576.jpg
Sugbo,SRP Food Strip,food / dining,,,,,,"South Road Properties, Cebu City (across Malacanang sa Sugbo) — approx. 1 hour away from Mactan Airport.","Location: South Road Properties, Cebu City (across Malacanang sa Sugbo) — approx. 1 hour away from Mactan Airport. | What to expect: Restaurants, Restobars, Eat-all-you-can’s","Restaurants, Restobars, Eat-all-you-can’s",https://sugbo.ph/2019/eat-all-you-cans-in-srp/,https://sugbo.ph/wp-content/uploads/2018/02/srp2.jpg
Sugbo,Tingko Beach in Alcoy,beach / island / marine,,,,,,"Tingko, Alcoy, Southern Cebu — approx. 4-5 hours away from Mactan Airport.","Location: Tingko, Alcoy, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts","White sand beach, Beach resorts",https://sugbo.ph/2018/beautiful-public-beaches-in-cebu/,https://sugbo.ph/wp-content/uploads/2015/04/tingko-beach-alcoy.jpg
Sugbo,Lambug Beach,waterfall / adventure,,,,,,"Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport.","Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls","White sand beach, Beach resorts, near to Kawasan Falls",https://sugbo.ph/2018/lambug-white-beach-badian/,https://sugbo.ph/wp-content/uploads/2018/07/Lambug-Badian-Cebu-5-1024x591.jpg
Sugbo,Esoy Hot Spring in Carmen,attraction,,,,,,"Brgy. Duyan, Catmon, Northern Cebu — approx. 4 hours away from Mactan Airport.","Location: Brgy. Duyan, Catmon, Northern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Hot spring, river trekking","Hot spring, river trekking",https://sugbo.ph/2018/esoy-hot-spring-in-catmon/,https://sugbo.ph/wp-content/uploads/2018/07/Esoy-Hot-Spring-Catmon-2-1024x768.jpg
Sugbo,Durano Eco Farm and Resort,garden / nature,,,,,,"Brgy. Corte, Carmen, Northern Cebu — approx. 4 hours away from Mactan Airport.","Location: Brgy. Corte, Carmen, Northern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Nippa hut accommodation, Cold spring","Nippa hut accommodation, Cold spring",https://sugbo.ph/2018/durano-eco-farm-and-spring-resort/,https://sugbo.ph/wp-content/uploads/2018/08/durano-eco-farm-4-1024x768.jpg
Sugbo,Alhibe Farm in Carmen,garden / nature,,,,,,"Sito Baucan, Brgy. Sac-on, Carmen, Northern Cebu (at the back of the Cebu Safari & Adventure Park) — approx. 3-4 hours away from Mactan Airport.","Location: Sito Baucan, Brgy. Sac-on, Carmen, Northern Cebu (at the back of the Cebu Safari & Adventure Park) — approx. 3-4 hours away from Mactan Airport. | What to expect: Spring-fed Pool, Nature walk & farm exploration, Nipa Accommodation","Spring-fed Pool, Nature walk & farm exploration, Nipa Accommodation",https://sugbo.ph/2019/alhibe-farm-cebu/,https://sugbo.ph/wp-content/uploads/2019/04/alhibe-farm-cebu-1-1024x683.jpg
Sugbo,KartZone,attraction,,,,,,"F. Cabahug St. Kasambagan, Cebu City — approx. 2 hours away from Mactan Airport.","Location: F. Cabahug St. Kasambagan, Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Karting or kart racing",Karting or kart racing,https://sugbo.ph/2018/kartzone-cebu/,https://sugbo.ph/wp-content/uploads/2018/11/Kartzone-Cebu-1.jpg
Sugbo,The Pyramid,food / dining,,,,,,"Central Bloc, IT Park, Lahug, Cebu City — approx. 2 hours away from Mactan Airport.","Location: Central Bloc, IT Park, Lahug, Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Pyramid restobar; Cuisine: Filipino, American, Italian, Korean","Pyramid restobar; Cuisine: Filipino, American, Italian, Korean",https://sugbo.ph/2017/the-pyramid-cebu/,https://sugbo.ph/wp-content/uploads/2017/04/the-pyramid-cebuitpark-4-1024x683.jpg
Sugbo,Sugbo Mercado,food / dining,,,,,,"Central Bloc, IT Park, Lahug, Cebu City — approx. 2 hours away from Mactan Airport.","Location: Central Bloc, IT Park, Lahug, Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Food market",Food market,https://sugbo.ph/2019/100-places-to-visit-in-cebu/,https://sugbo.ph/wp-content/uploads/2018/12/sugbo-mercado-cebu-it-park-1024x660.jpg
Sugbo,Naga City Boardwalk,park / attraction,,,,,,"Naga City, Southern Cebu — approx. 3 hours away from Mactan Airport.","Location: Naga City, Southern Cebu — approx. 3 hours away from Mactan Airport. | What to expect: Marine boardwalk, food parks","Marine boardwalk, food parks",https://sugbo.ph/2017/naga-city-boardwalk-cebu/,https://sugbo.ph/wp-content/uploads/2017/12/boardwalk-naga-city4-1024x768.jpg
Sugbo,Papa Kits Marina & Fishing Lagoon,park / attraction,,,,,,"Liloan, Northern Cebu — approx. 2 hours away from Mactan Airport.","Location: Liloan, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Fishing lagoon, Zip Line, Sky Bike, Wakeboarding, Salt water Pool, Inflatable Park","Fishing lagoon, Zip Line, Sky Bike, Wakeboarding, Salt water Pool, Inflatable Park",https://sugbo.ph/2019/papakits-saltwater-pool-hamster-wheel/,https://sugbo.ph/wp-content/uploads/2017/08/papakits-cebu-hanging-bridge-1.jpg
Sugbo,Sundaze Farm,garden / nature,,,,,,"Carcar City, Southern Cebu — approx. 3.5 hours away from Mactan Airport.","Location: Carcar City, Southern Cebu — approx. 3.5 hours away from Mactan Airport. | What to expect: Flower garden, Glamping, Instagrammable spots","Flower garden, Glamping, Instagrammable spots",https://sugbo.ph/2019/sundaze-farm-cebu/,https://sugbo.ph/wp-content/uploads/2019/04/Sundaze-Farm-Carcar-Cebu-9-1024x768.jpg
Sugbo,Crown Regency Sky Adventure Park,park / attraction,,,,,,"Fuente Osmeña, Cebu City — approx. 2 hours away from Mactan Airport.","Location: Fuente Osmeña, Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Wall climbing, Sky Walk, Sky Adventure","Wall climbing, Sky Walk, Sky Adventure",https://sugbo.ph/2018/sky-experience-adventure/,https://sugbo.ph/wp-content/uploads/2018/07/paramount-climbing-crown-regency-cebu.jpg
Sugbo,Sky Water Park in JMall,park / attraction,,,,,,"JCentre Mall, Mandaue City, Cebu — approx. 1 hour away from Mactan Airport.","Location: JCentre Mall, Mandaue City, Cebu — approx. 1 hour away from Mactan Airport. | What to expect: Rooftop waterpark, Accommodation","Rooftop waterpark, Accommodation",https://sugbo.ph/2018/best-resorts-in-cebu-city/,https://sugbo.ph/wp-content/uploads/2016/04/skywaterparkcebu6.jpg
Sugbo,Venetian-inspired food court at JMall,food / dining,,,,,,"JCentre Mall, Mandaue City, Cebu — approx. 1 hour away from Mactan Airport.","Location: JCentre Mall, Mandaue City, Cebu — approx. 1 hour away from Mactan Airport. | What to expect: Indoor Venetian-inspired food court",Indoor Venetian-inspired food court,https://sugbo.ph/2018/venetian-jmall-foodpark/,https://sugbo.ph/wp-content/uploads/2018/04/jmall-foodcourt-venetianjcentre-62.jpg
Sugbo,Mactan Newtown,food / dining,,,,,,"Mactan, Northern Cebu — approx. 15-30 minutes away from Mactan Airport.","Location: Mactan, Northern Cebu — approx. 15-30 minutes away from Mactan Airport. | What to expect: Restaurants, Lifestyle Mall, Condos / residences","Restaurants, Lifestyle Mall, Condos / residences",https://sugbo.ph/?s=mactan+newtown,https://sugbo.ph/wp-content/uploads/2019/10/Mactan-newtown3-1024x683.jpg
Sugbo,Hidden Valley Wave Pool in Pinamungajan,attraction,,,,,,"Pinamungajan, Western Cebu — approx. 3 hours away from Mactan Airport.","Location: Pinamungajan, Western Cebu — approx. 3 hours away from Mactan Airport. | What to expect: Biggest wave pool in Cebu, Zip Line, Sky Bike","Biggest wave pool in Cebu, Zip Line, Sky Bike",https://sugbo.ph/2018/hidden-valley-resorts-pinamungajan/,https://sugbo.ph/wp-content/uploads/2018/04/Hidden-Valley-Skybike-Zipline-2.jpg
Sugbo,Campalabo Sandbar,beach / island / marine,,,,,,"Pinamungajan, Western Cebu — approx. 3 hours away from Mactan Airport.","Location: Pinamungajan, Western Cebu — approx. 3 hours away from Mactan Airport. | What to expect: Sandbar",Sandbar,https://sugbo.ph/2018/campalabo-sandbar-pinamungajan/,https://sugbo.ph/wp-content/uploads/2018/04/Campalaboisletcebu1.jpg
Sugbo,24/7 Track Oval at Cebu City Sports Center,attraction,,,,,,"Cebu City Sports Center (Abellana), Cebu City — approx. 1.5 hour away from Mactan Airport.","Location: Cebu City Sports Center (Abellana), Cebu City — approx. 1.5 hour away from Mactan Airport. | What to expect: 24/7 free access of the track oval",24/7 free access of the track oval,https://sugbo.ph/2019/cebu-city-sports-center-24-7/,https://sugbo.ph/wp-content/uploads/2019/02/cebu-city-sports-center-247-trackoval.jpg
Sugbo,24/7 Cebu City Public Library,museum / historical,,,,,,"G/F, Rizal Memorial Library and Museum Bldg, Osmeña Blvd, Cebu City — approx. 1.5 hour away from Mactan Airport.","Location: G/F, Rizal Memorial Library and Museum Bldg, Osmeña Blvd, Cebu City — approx. 1.5 hour away from Mactan Airport. | What to expect: 24/7 free access of the public library, Rizal Museum","24/7 free access of the public library, Rizal Museum",https://sugbo.ph/2018/cebu-city-public-library-247/,https://sugbo.ph/wp-content/uploads/2018/06/Cebu-City-Public-Library-24-hours-4-1024x768.jpg
Sugbo,Upside Down World Museum,museum / historical,,,,,,"2nd floor of City Time Square 2 in Mandaue City, Cebu (across Parkmall) — approx. 1-1.5 hour away from Mactan Airport.","Location: 2nd floor of City Time Square 2 in Mandaue City, Cebu (across Parkmall) — approx. 1-1.5 hour away from Mactan Airport. | What to expect: Ultimate (reversed) illusion",Ultimate (reversed) illusion,https://sugbo.ph/2018/upside-down-world-cebu/,https://sugbo.ph/wp-content/uploads/2018/07/upsidedown-worldcebu-dining.jpg
Sugbo,Happy World Museum,museum / historical,,,,,,"Brgy. Gabi, Cordova, Cebu — approx. 1-1.5 hour away from Mactan Airport.","Location: Brgy. Gabi, Cordova, Cebu — approx. 1-1.5 hour away from Mactan Airport. | What to expect: 3D paintings, over 85 artworks","3D paintings, over 85 artworks",https://sugbo.ph/2018/cebu-happy-world-museum/,https://sugbo.ph/wp-content/uploads/2018/09/Cebu-Happy-World-Museum-Miracle-Art.jpg
Sugbo,Entoy’s Bakasihan in Cordova,food / dining,,,,,,"Barangay Buagsong, Cordova, Northern Cebu — approx. 1-1.5 hour away from Mactan Airport.","Location: Barangay Buagsong, Cordova, Northern Cebu — approx. 1-1.5 hour away from Mactan Airport. | What to expect: Netflix’s featured street food",Netflix’s featured street food,https://sugbo.ph/2019/entoys-bakasihan-cordova/,https://sugbo.ph/wp-content/uploads/2019/09/entoys-bakasihan-cordova-cebu-netflix-1-1024x576.jpg
Sugbo,Crocolandia,attraction,,,,,,"Talisay City, Cebu City — approx. 2 hours away from Mactan Airport.","Location: Talisay City, Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Crocodiles, Birds, Mini Zoo","Crocodiles, Birds, Mini Zoo",https://sugbo.ph/?s=crocolandia,https://sugbo.ph/wp-content/uploads/2019/10/Crocolandia-Talisay-Cebu-1-1024x768.jpg
Sugbo,Carcar Lechon Market,attraction,,,,,,"Carcar City, Southern Cebu — approx. 3.5 hours away from Mactan Airport.","Location: Carcar City, Southern Cebu — approx. 3.5 hours away from Mactan Airport. | What to expect: Cebu’s best-tasting lechon",Cebu’s best-tasting lechon,https://sugbo.ph/2018/cebu-best-lechon/,https://sugbo.ph/wp-content/uploads/2018/03/carcarlechon.png
Sugbo,Carbon Market,attraction,,,,,,"Carbon Public Market, Cebu City — approx. 2 hours away from Mactan Airport.","Location: Carbon Public Market, Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Cebu’s cheap but great finds",Cebu’s cheap but great finds,https://sugbo.ph/?s=carbon,https://sugbo.ph/wp-content/uploads/2019/10/Carbon-Public-Market-1024x681.jpg
Sugbo,Taboan Market,attraction,,,,,,"Taboan Public Market, Cebu City — approx. 2 hours away from Mactan Airport.","Location: Taboan Public Market, Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Cebu’s famous dried fish (buwad)",Cebu’s famous dried fish (buwad),https://sugbo.ph/?s=taboan,https://sugbo.ph/wp-content/uploads/2019/10/Taboan-Market-Cebu-Dried-Fish-1-1024x768.jpg
Sugbo,Bagacay Point Lighthouse in Liloan,attraction,,,,,,"Liloan, Northern Cebu — approx. 2 hours away from Mactan Airport.","Location: Liloan, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: 172-feet active lighthouse tower",172-feet active lighthouse tower,https://sugbo.ph/?s=liloan,https://sugbo.ph/wp-content/uploads/2019/10/Bagacay-Point-Lighthouse-Liloan-Cebu.jpg
Sugbo,Mountain View Nature’s Park,park / attraction,,,,,,"Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport.","Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Late night chill (you may not need to book a stay), Infinity pool, Accommodation","Late night chill (you may not need to book a stay), Infinity pool, Accommodation",https://sugbo.ph/2017/mountain-view-resort-busay/,https://sugbo.ph/wp-content/uploads/2018/02/Mountain-View_1.jpg
