source,name,category,average_rating,review_count,price_range,latitude,longitude,description,url,page_offset
TripAdvisor,Music One Family Ktv,Game & Entertainment Centers,3.0,26,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d5989597-Reviews-Music_One_Family_Ktv-Cebu_City_Cebu_Island_Visayas.html,90
TripAdvisor,Pagadian's Holy Infant Jesus of Prague,Points of Interest & Landmarks,5.0,1,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d1637951-Reviews-Pagadian_s_Holy_Infant_Jesus_of_Prague-Cebu_City_Cebu_Island_Visayas.html,90
TripAdvisor,Busay Holiday Pools,Water Parks,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d17802523-Reviews-Busay_Holiday_Pools-Cebu_City_Cebu_Island_Visayas.html,90
TripAdvisor,Club Icon,Bars & Clubs • Dance Clubs & Discos,3.9,7,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d19925426-Reviews-Club_Icon-Cebu_City_Cebu_Island_Visayas.html,90
TripAdvisor,Cebu Country Club,Golf Courses,3.1,33,,,,"The 18-hole course features natural landscaping and winding fairways lined with trees, lakes and sand traps that have turned it into a stunning championship course. These offer an interesting challenge…",https://www.tripadvisor.com/Attraction_Review-g298460-d320837-Reviews-Cebu_Country_Club-Cebu_City_Cebu_Island_Visayas.html,90
TripAdvisor,"Trans-Asia Shipping Lines, Inc.",Ferries,1.8,9,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d13237828-Reviews-Trans_Asia_Shipping_Lines_Inc-Cebu_City_Cebu_Island_Visayas.html,90
TripAdvisor,Ammo-Nation Phil,Shooting Ranges,4.8,5,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d15795378-Reviews-Ammo_Nation_Phil-Cebu_City_Cebu_Island_Visayas.html,90
TripAdvisor,R Spa,Spas • Thermal Spas,5.0,1,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d15662086-Reviews-R_Spa-Cebu_City_Cebu_Island_Visayas.html,90
TripAdvisor,St. Joseph Church,Churches & Cathedrals,3.5,2,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d19632819-Reviews-St_Joseph_Church-Cebu_City_Cebu_Island_Visayas.html,90
TripAdvisor,Cebu Transfers,Taxis & Shuttles,4.8,56,,,,"Cebu Transfers (formerly Shuttle Daddy Transfers) is your trusted provider for reliable, private, and comfortable transportation across Cebu. We specialize in hassle-free airport pickups, city transfers…",https://www.tripadvisor.com/Attraction_Review-g298460-d14025579-Reviews-Cebu_Transfers-Cebu_City_Cebu_Island_Visayas.html,90
TripAdvisor,Carreta Cemetary,Cemeteries • Mysterious Sites,,,,,,an unusual site deep within Carreta Cemetary often visited by Cebus prostitutes seeking favour and protection while walking the streets for foreigners seeking pleasure.,https://www.tripadvisor.com/Attraction_Review-g298460-d14183317-Reviews-Carreta_Cemetary-Cebu_City_Cebu_Island_Visayas.html,90
TripAdvisor,Young Hands Spa,Spas,5.0,1,,,,Experience a full body massage. Presses and glides with two hands. Offered to boost your positive energy and heal all the tantrums of the body.,https://www.tripadvisor.com/Attraction_Review-g298460-d25230548-Reviews-Young_Hands_Spa-Cebu_City_Cebu_Island_Visayas.html,90
TripAdvisor,Cebu Rental Motorbike & Car,Gear Rentals,4.9,16,,,,"We offer scooter, motorcycle, and car rental near Mactan Cebu Airport. We have 2 locations in Cebu City and one in Lapu Lapu near the airport. You can walk from the airport to our location. Our location…",https://www.tripadvisor.com/Attraction_Review-g298460-d8152312-Reviews-Cebu_Rental_Motorbike_Car-Cebu_City_Cebu_Island_Visayas.html,90
TripAdvisor,Dr. Emilio Osmeña Botanical Garden,Gardens • Scenic Walking Areas,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d17484401-Reviews-Dr_Emilio_Osmena_Botanical_Garden-Cebu_City_Cebu_Island_Visayas.html,90
TripAdvisor,Shamrock Pasalubong Center,Speciality & Gift Shops,3.2,11,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d11548770-Reviews-Shamrock_Pasalubong_Center-Cebu_City_Cebu_Island_Visayas.html,90
TripAdvisor,The Kabilin Center,Civic Centres,,,,,,The Kabilin Center is envisioned to be a hub for Cebuano culture-based activities.,https://www.tripadvisor.com/Attraction_Review-g298460-d26228213-Reviews-The_Kabilin_Center-Cebu_City_Cebu_Island_Visayas.html,90
TripAdvisor,Alegria Heritage Park Xavier Bay Complex,Points of Interest & Landmarks,4.0,2,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d12137792-Reviews-Alegria_Heritage_Park_Xavier_Bay_Complex-Cebu_City_Cebu_Island_Visayas.html,90
TripAdvisor,Cebu IT Park,Bus Services,4.5,2,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d26406560-Reviews-Cebu_IT_Park-Cebu_City_Cebu_Island_Visayas.html,90
TripAdvisor,SM Cebu IMAX,Movie Theaters,3.9,22,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d7383768-Reviews-SM_Cebu_IMAX-Cebu_City_Cebu_Island_Visayas.html,90
TripAdvisor,Dumanjug Church,Architectural Buildings • Churches & Cathedrals,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d11951561-Reviews-Dumanjug_Church-Cebu_City_Cebu_Island_Visayas.html,90
TripAdvisor,Nuat Thai Foot and Body Massage,Spas,3.3,19,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d8501704-Reviews-Nuat_Thai_Foot_and_Body_Massage-Cebu_City_Cebu_Island_Visayas.html,90
TripAdvisor,Botanica Escario,Gardens,5.0,1,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d34136035-Reviews-Botanica_Escario-Cebu_City_Cebu_Island_Visayas.html,90
TripAdvisor,Island Souveniers,Speciality & Gift Shops,4.2,26,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d6219188-Reviews-Island_Souveniers-Cebu_City_Cebu_Island_Visayas.html,90
TripAdvisor,Balai Oriental Massage and Wellness Spa,Spas,4.9,11,,,,Balai Oriental Massage and Wellness Spa offers a variety of Asian massage and scrub therapies which use ONLY organic and natural products. Our therapists are very well-trained and have years of experience…,https://www.tripadvisor.com/Attraction_Review-g298460-d14130744-Reviews-Balai_Oriental_Massage_and_Wellness_Spa-Cebu_City_Cebu_Island_Visayas.html,90
TripAdvisor,Queen's Island Golf and Resort,Golf Courses,3.8,4,,,,"Located in the northern part of Cebu,has a view of the sea from the front of the room,and the green grass on the golf course gives the guest a relaxing moment.Facilities include a swimming pool,where…",https://www.tripadvisor.com/Attraction_Review-g298460-d12318146-Reviews-Queen_s_Island_Golf_and_Resort-Cebu_City_Cebu_Island_Visayas.html,90
TripAdvisor,Cebu Rental Motorbikes Services,Gear Rentals,4.8,16,,,,We are the motorbike rental company in Cebu city. We are located at N. Escario st cor Osmena boulevard. It’s just across Cebu Provincial Capitol. We offer Competitive rates and the Best customer service…,https://www.tripadvisor.com/Attraction_Review-g298460-d13559334-Reviews-Cebu_Rental_Motorbikes_Services-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,AyalaMalls Central Bloc Cinema,Movie Theaters,5.0,2,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d20023610-Reviews-AyalaMalls_Central_Bloc_Cinema-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,Lotus Disco Bar,Bars & Clubs • Dance Clubs & Discos,3.3,7,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d5989598-Reviews-Lotus_Disco_Bar-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,Big Q Farm,Horseback Riding Tours,5.0,4,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d13328635-Reviews-Big_Q_Farm-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,Kenkou Massage & Spa,Spas,5.0,2,,,,Great theraphy like no other,https://www.tripadvisor.com/Attraction_Review-g298460-d14926401-Reviews-Kenkou_Massage_Spa-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,Chabad Of The Philippines - Cebu,Religious Sites,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d33011664-Reviews-Chabad_Of_The_Philippines_Cebu-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,K1 Family KTV,Bars & Clubs • Karaoke Bars,3.3,6,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d10736951-Reviews-K1_Family_KTV-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,Healing Soo Spa,Spas,4.7,3,,,,"Newly open with well-trained therapists. You can relax your body with our massage services. We use aroma oil only. Very affordable price, friendly staff, and clean beddings that will make you satisfied…",https://www.tripadvisor.com/Attraction_Review-g298460-d26679742-Reviews-Healing_Soo_Spa-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,ANTHILL Fabric Gallery,Speciality & Gift Shops,4.8,15,,,,ANTHILL (Alternative Nest and Trading/ Training Hub for Indigenous/ Ingenious Little Livelihood seekers) Fabric Gallery is a social and cultural enterprise that works to preserve and promote our Philippine…,https://www.tripadvisor.com/Attraction_Review-g298460-d6523185-Reviews-ANTHILL_Fabric_Gallery-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,Club Tipsy Super Club,Bars & Clubs,5.0,1,,,,Night Club with VIP bottle Service and Live performances,https://www.tripadvisor.com/Attraction_Review-g298460-d26637526-Reviews-Club_Tipsy_Super_Club-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,Pawns & Pixels Cafe,Game & Entertainment Centers,,,,,,Board game cafe in Cebu City,https://www.tripadvisor.com/Attraction_Review-g298460-d27102940-Reviews-Pawns_Pixels_Cafe-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,Sage Health Spa,Spas,5.0,2,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d31960756-Reviews-Sage_Health_Spa-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,Backstreet Academy Cebu,Lessons & Workshops,4.9,26,,,,"Explore Filipino culture through our exclusive collection of travel experiences - learn to weave, sign up for Eskrima and even play the Ukelele. The backstreets offer the richest interaction with …",https://www.tripadvisor.com/Attraction_Review-g298460-d10209569-Reviews-Backstreet_Academy_Cebu-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,L'Ananabar,Bars & Clubs,4.3,6,,,,French sport bar with a french bartender!,https://www.tripadvisor.com/Attraction_Review-g298460-d7603059-Reviews-L_Ananabar-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,Cebu Tours,City Tours • Shark Diving,4.5,735,,,,"offers a very affordable day tour packages in Cebu City, Bohol, and Cebu provinces including Oslob, Moalboal, Badian, and even Kalanggaman Island in Leyte for both local and foreign tourists. We also…",https://www.tripadvisor.com/Attraction_Review-g298460-d7745927-Reviews-Cebu_Tours-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,Trademark Cebu,Bars & Clubs,5.0,1,,,,"Trademark Cebu is one of the best nightlife locations in Cebu. Specializing in Hip hop, R&B, and Trap music, Trademark is designed for those who are looking for amazing music, warm ambiance, and the…",https://www.tripadvisor.com/Attraction_Review-g298460-d25289743-Reviews-Trademark_Cebu-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,Plaza Hamabar,Monuments & Statues,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d17491082-Reviews-Plaza_Hamabar-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,Cebu Archdiocesan Shrine of San Roque,Churches & Cathedrals,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d27917538-Reviews-Cebu_Archdiocesan_Shrine_of_San_Roque-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,Hello Movie House & Family KTV,Karaoke Bars,3.3,3,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d19650749-Reviews-Hello_Movie_House_Family_KTV-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,Ayala Center,Shopping Malls,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d33739156-Reviews-Ayala_Center-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,Let's Relax Beauty Lounge & Spa,Spas,5.0,5,,,,"If you are looking for Safe and Clean and Good Services, you will never wrong go here! Affordable Price! Guaranteed Effects!",https://www.tripadvisor.com/Attraction_Review-g298460-d17600150-Reviews-Let_s_Relax_Beauty_Lounge_Spa-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,Baan Khun Thai House of Traditional Massage,Spas,4.4,8,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d12615794-Reviews-Baan_Khun_Thai_House_of_Traditional_Massage-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,SM Bowling and Leisure Center,Bowling Alleys • Sports Complexes,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d10672946-Reviews-SM_Bowling_and_Leisure_Center-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,Tina Massage,Spas,4.5,12,,,,"Business is all about the customer: what the customer wants and what they get. Generally, every customer wants a product or service that solves their problem, worth their money, and is delivered with…",https://www.tripadvisor.com/Attraction_Review-g298460-d16708556-Reviews-Tina_Massage-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,Chamber KTV,Karaoke Bars,5.0,3,,,,"Chamber KTV by Bad Boys Wingz offers a premier karaoke and dining experience in Cebu. Perfect for corporate events, celebrations, and casual gatherings, we provide private KTV rooms, premium sound…",https://www.tripadvisor.com/Attraction_Review-g298460-d32981137-Reviews-Chamber_KTV-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,The Spa at Cebu Ayala,Spas,2.7,39,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d7606020-Reviews-The_Spa_at_Cebu_Ayala-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,Wellnessland Health Institute,Health Clubs • Lessons & Workshops,5.0,5,,,,"Wellnessland Health Institute is Cebu's most integrated holistic healing center. Within the facility is a boutique hostel(a member of Veggie Hotels), a vegetarian cafe and restaurant, an integrative…",https://www.tripadvisor.com/Attraction_Review-g298460-d12124825-Reviews-Wellnessland_Health_Institute-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,Tagay Bar & Kuys Club,Gay Bars,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d28247003-Reviews-Tagay_Bar_Kuys_Club-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,Camiluz Enterprises,Speciality & Gift Shops • Factory Outlets,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d14759779-Reviews-Camiluz_Enterprises-Cebu_City_Cebu_Island_Visayas.html,120
TripAdvisor,Siyam Art Souvenirs,Speciality & Gift Shops,5.0,6,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d32880555-Reviews-Siyam_Art_Souvenirs-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,Zoomers Blacklight Mini Golf,Game & Entertainment Centers,1.0,1,,,,"Brand new place. They just had their opening where entry was free. This is a indoor golf course, nine holes, all under black lights. There are many animated things along the course. Somewhat like …",https://www.tripadvisor.com/Attraction_Review-g298460-d1456164-Reviews-Zoomers_Blacklight_Mini_Golf-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,Island Water,Ferries,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d19275117-Reviews-Island_Water-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,NUAT THAI Persimmon,Spas,4.0,27,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d6680398-Reviews-NUAT_THAI_Persimmon-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,Oslob Whale Sharks,Scuba & Snorkelling • Shark Diving,4.5,84,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d9779635-Reviews-Oslob_Whale_Sharks-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,The Forest Spa Cebu,Spas,3.0,2,,,,"Cebu City's # 1 Place FOR REST Brand New Facility, Luxury Spa, Trendy Cafe",https://www.tripadvisor.com/Attraction_Review-g298460-d24167952-Reviews-The_Forest_Spa_Cebu-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,ChamberKTV,Karaoke Bars,5.0,1,,,,Karaoke place inside Ayala Center Cebu,https://www.tripadvisor.com/Attraction_Review-g298460-d26315972-Reviews-ChamberKTV-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,CSP Travel & Tours,City Tours • Scuba & Snorkelling,4.6,103,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d11706035-Reviews-CSP_Travel_Tours-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,Mactan Island Golf Course,Golf Courses,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d26769140-Reviews-Mactan_Island_Golf_Course-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,Island Water Fast Craft,Ferries,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d19275119-Reviews-Island_Water_Fast_Craft-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,Tshupa,Gay Bars,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d32701355-Reviews-Tshupa-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,Cebu Rent-a-Van & Tours,Taxis & Shuttles,5.0,3,,,,"“TRAVEL WITHOUT HASSLE AND AFFORDABLE.” This is what we believe the most important part in traveling. With that, CEBU RENT-A-VAN & TOURS provide great services and affordable rates for guests’ transports…",https://www.tripadvisor.com/Attraction_Review-g298460-d15288319-Reviews-Cebu_Rent_a_Van_Tours-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,Social Media Manager,Parks,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d27467732-Reviews-Social_Media_Manager-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,Lyrics KTV and PIZZA,Bars & Clubs • Karaoke Bars,3.5,2,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d17720077-Reviews-Lyrics_KTV_and_PIZZA-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,Citigym,Spas,3.3,4,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d6105425-Reviews-Citigym-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,Sky Experience Adventure,Adrenaline & Extreme Tours,4.1,350,,,,This place is temporarily closed,https://www.tripadvisor.com/Attraction_Review-g298460-d1724990-Reviews-Sky_Experience_Adventure-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,RC Cebu Transport & Tours,Taxis & Shuttles,4.5,8,,,,"I am Christine, And I live in Australia for 30 years. And now i am back and living here in Cebu. I would like to show the world how beautiful Cebu is, I have a passion of travelling and I would like…",https://www.tripadvisor.com/Attraction_Review-g298460-d18902594-Reviews-RC_Cebu_Transport_Tours-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,MEGA Therapeutic and Wellness Center,Spas,4.3,6,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d7321336-Reviews-MEGA_Therapeutic_and_Wellness_Center-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,Music 9 Family KTV,Karaoke Bars,4.0,1,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d10895166-Reviews-Music_9_Family_KTV-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,SM Seaside City Cebu Cinema,Movie Theaters,5.0,1,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d20034663-Reviews-SM_Seaside_City_Cebu_Cinema-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,Kultura Filipino - SM Seaside City Cebu,Speciality & Gift Shops,,,,,,"Kultura is the shop for all things Filipino. Kultura showcases local artistry and craftsmanship, bringing together specialties from all over the Philippines for a unique shopping experience. Discover…",https://www.tripadvisor.com/Attraction_Review-g298460-d27132521-Reviews-Kultura_Filipino_SM_Seaside_City_Cebu-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,Sparadise Body And Foot Message,Spas,5.0,2,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d25067705-Reviews-Sparadise_Body_And_Foot_Message-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,Fun Group Cebu,Adrenaline & Extreme Tours • Nature & Wildlife Tours,4.8,200,,,,"We are a tourist entertainment company, offering tours & activities in Cebu and Mactan Island and Bohol Island.",https://www.tripadvisor.com/Attraction_Review-g298460-d19886451-Reviews-Fun_Group_Cebu-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,Cebu Taxi Driver,Taxis & Shuttles,3.0,2,,,,"Cebu Taxi Driver, established in 2016, offers a comprehensive transportation solution in Cebu City. From taxis and vans to airport shuttles and minibus services, they cater to various travel needs…",https://www.tripadvisor.com/Attraction_Review-g298460-d24107336-Reviews-Cebu_Taxi_Driver-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,Kultura Filipino - SM City Cebu,Speciality & Gift Shops,1.0,1,,,,"Kultura is the shop for all things Filipino. Kultura showcases local artistry and craftsmanship, bringing together specialties from all over the Philippines for a unique shopping experience. Discover…",https://www.tripadvisor.com/Attraction_Review-g298460-d27132365-Reviews-Kultura_Filipino_SM_City_Cebu-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,Badian Canyoneering,Water Sports,4.9,49,,,,Canyoneering is the second most popular tour (next to whale shark watching in Oslob) in Cebu become extremely popular after it was featured at the TV show “Biyahe ni Drew” and was rated as one of …,https://www.tripadvisor.com/Attraction_Review-g298460-d11741592-Reviews-Badian_Canyoneering-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,Cebu Coliseum,Theater & Performances,3.0,2,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d4297013-Reviews-Cebu_Coliseum-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,Philippine Mermaid Swimming Academy Cebu,Sports Camps & Clinics,5.0,3,,,,"From Boracay, Manila to Cebu, the 1st mermaid-ing school in the world shares our love of the water & our fins with you. Discover your inner fin! Be a Mermaid now!",https://www.tripadvisor.com/Attraction_Review-g298460-d10948209-Reviews-Philippine_Mermaid_Swimming_Academy_Cebu-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,Hazel's Massage and Nail Spa Cebu,Spas,5.0,2,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d26790184-Reviews-Hazel_s_Massage_and_Nail_Spa_Cebu-Cebu_City_Cebu_Island_Visayas.html,150
TripAdvisor,El Cielo Organic Spa & Villa,Spas,4.5,2,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d9714998-Reviews-El_Cielo_Organic_Spa_Villa-Cebu_City_Cebu_Island_Visayas.html,150
