source,name,category,average_rating,review_count,price_range,latitude,longitude,description,url,page_offset
TripAdvisor,Iddo Inc.,Parasailing & Paragliding • City Tours,5.0,3,,,,"DOT-accredited Iddo Inc. (Triphappy.ph) curates unique Philippine tours, activities, & experiences. Explore the best of the islands with us!",https://www.tripadvisor.com/Attraction_Review-g298460-d32848171-Reviews-Iddo_Inc-Cebu_City_Cebu_Island_Visayas.html,240
TripAdvisor,Canyoneering Cebu Tours,Multi-day Tours • Nature & Wildlife Tours,5.0,3,,,,"We offer the most affordable and most safe Canyoneering in Kawasan Falls ( South of Cebu, Philippines ). We have the most able guides and the best private rides for you. We also offer other Cebu Philippines…",https://www.tripadvisor.com/Attraction_Review-g298460-d14788221-Reviews-Canyoneering_Cebu_Tours-Cebu_City_Cebu_Island_Visayas.html,240
TripAdvisor,Chrislann,Walking Tours,5.0,24,,,,"Chrislann, the Cross-Culture Guru I like to exchange knowledge and wisdom with people from around the world . I help Japanese learn English online. In my free time, I go for a walk and be a companion…",https://www.tripadvisor.com/Attraction_Review-g298460-d33375680-Reviews-Chrislann-Cebu_City_Cebu_Island_Visayas.html,240
TripAdvisor,Lagum Adventure Philippines - Cebu,Multi-day Tours • Private Tours,4.6,17,,,,"Lagum Adventure is a leading provider of travel experiences in the Philippines, known for creating innovative activities that benefit local communities and society. Dedicated to sustainable tourism…",https://www.tripadvisor.com/Attraction_Review-g298460-d27957721-Reviews-Lagum_Adventure_Philippines_Cebu-Cebu_City_Cebu_Island_Visayas.html,240
TripAdvisor,Rent a car cebu Selfdrive travel and Tours,Taxis & Shuttles • Private Tours,5.0,1,,,,Car rentals company we offer a cheaper rate of car rental Selfdrive only 1valid id requirements and we deliver the car to any location here in cebu we have also with Driver pick up and drop off van…,https://www.tripadvisor.com/Attraction_Review-g298460-d19445592-Reviews-Rent_a_car_cebu_Selfdrive_travel_and_Tours-Cebu_City_Cebu_Island_Visayas.html,240
TripAdvisor,Withlocals,City Tours • Cultural Tours,4.8,13,,,,Private & personalized things to-do in Philippines. From discovering hidden gems to visiting the highlights with a local. Withlocals offers 100% unique experiences in Philippines.,https://www.tripadvisor.com/Attraction_Review-g298460-d12709802-Reviews-Withlocals-Cebu_City_Cebu_Island_Visayas.html,240
TripAdvisor,Dala Sail,"Parasailing & Paragliding • Bar, Club & Pub Tours",,,,,,Dala Sail is the first and only yacht sailing tours in the Philippines catering to a small group of young and adventurous travelers.,https://www.tripadvisor.com/Attraction_Review-g298460-d17432725-Reviews-Dala_Sail-Cebu_City_Cebu_Island_Visayas.html,240
TripAdvisor,4MCebuTravelandTours,Canyoning & Rappelling Tours • Shark Diving,4.7,3,,,,"Where Every Journey Becomes a Memory. At 4M Cebu Travel and Tours, we are passionate locals who know Cebu by heart. With years of experience exploring the island’s top attractions and hidden gems, …",https://www.tripadvisor.com/Attraction_Review-g298460-d33220386-Reviews-4MCebuTravelandTours-Cebu_City_Cebu_Island_Visayas.html,240
TripAdvisor,Suroy Cebu Tour PH,River Rafting & Tubing • Scuba & Snorkelling,,,,,,"At Suroy Cebu Tour PH, we offer exciting and hassle-free tours showcasing the best of Cebu and Bohol! Swim with whale sharks in Oslob, snorkel with sea turtles and the famous Sardine Run in Moalboal…",https://www.tripadvisor.com/Attraction_Review-g298460-d32984634-Reviews-Suroy_Cebu_Tour_PH-Cebu_City_Cebu_Island_Visayas.html,240
TripAdvisor,Philippine Offroad Adventures,"4WD, ATV & Off-Road Tours",,,,,,"If you are looking to go off the beaten path and see the real Philippines that doesn't appear in the tourist guidebooks then you have come to the right place. Use dirtbikes to explore jungles, remote…",https://www.tripadvisor.com/Attraction_Review-g298460-d10035924-Reviews-Philippine_Offroad_Adventures-Cebu_City_Cebu_Island_Visayas.html,240
TripAdvisor,"Cebu Private Transfers & Limo Services: Airport, Cruise Port, Hotel Pickups",Taxis & Shuttles • Private Tours,,,,,,"We offer private transfers and limo services in Cebu for airport, cruise port, and hotel pickups. Our licensed, insured vehicles ensure comfort and reliability. Professional, English-speaking drivers…",https://www.tripadvisor.com/Attraction_Review-g298460-d26869994-Reviews-Cebu_Private_Transfers_Limo_Services_Airport_Cruise_Port_Hotel_Pickups-Cebu_City.html,240
TripAdvisor,Evasion Tropicale Travel and Tours,Canyoning & Rappelling Tours • Scuba & Snorkelling,,,,,,"Evasion Tropicale offers customized tours and packages for groups of any size as well as for individuals wherever they are from, with or without a tour guide. We design 3 weeks holidays within the…",https://www.tripadvisor.com/Attraction_Review-g298460-d15287345-Reviews-Evasion_Tropicale_Travel_and_Tours-Cebu_City_Cebu_Island_Visayas.html,240
TripAdvisor,Cebu Travelcation Philippines,Multi-day Tours • Private Tours,5.0,3,,,,"Explore CEBU and BOHOL. Get with us and get away. Let us be your travel buddy in exploring the beauty of CEBU. Escape life for a little while. Feed your wanderlust, fuel your soul and book your tour…",https://www.tripadvisor.com/Attraction_Review-g298460-d17219767-Reviews-Cebu_Travelcation_Philippines-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,Aree Travel & Tours,Eco Tours • Sightseeing Tours,5.0,1,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d16844102-Reviews-Aree_Travel_Tours-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,MCDC Tour Services,Multi-day Tours • Scuba & Snorkelling,,,,,,Our company offer affordable rates.Money Back guarantee Cebu tour provider.Direct Operator Badian Canyoneering Adventure.Our services is beyond your expectations.,https://www.tripadvisor.com/Attraction_Review-g298460-d17604499-Reviews-MCDC_Tour_Services-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,7-H Canyoneering Adventure and Cuisine,City Tours • Canyoning & Rappelling Tours,4.3,3,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d19445315-Reviews-7_H_Canyoneering_Adventure_and_Cuisine-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,The Infinity Liveaboard,Scuba & Snorkelling,4.0,1,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d20287574-Reviews-The_Infinity_Liveaboard-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,LetsGoTravel.ph,Canyoning & Rappelling Tours • Scuba & Snorkelling,4.3,3,,,,"We are locals of Cebu and we can't resist but be excited in sharing to you our hometown. The beauty of Cebu, its colorful and amazing past, its captivating spots. We believe in giving our guests a…",https://www.tripadvisor.com/Attraction_Review-g298460-d18719287-Reviews-LetsGoTravel_ph-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,Stanley,"Bar, Club & Pub Tours • Taxis & Shuttles",,,,,,"Night Life fun host in the Queen City! Hi there! I'm Stanley, and I've been living in Cebu for quite some time now. I absolutely love immersing myself in different cultures, meeting new people, and…",https://www.tripadvisor.com/Attraction_Review-g298460-d27463361-Reviews-Stanley-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,Cebu Van For Rental,City Tours • Multi-day Tours,,,,,,"Cebu Van for Rental is your trusted partner for convenient and reliable transportation services in the beautiful province of Cebu, Philippines. With a fleet of well-maintained vans and a team of experienced…",https://www.tripadvisor.com/Attraction_Review-g298460-d28163614-Reviews-Cebu_Van_For_Rental-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,Eunice Sea Ventures,City Tours • Scuba & Snorkelling,5.0,5,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d33059293-Reviews-Eunice_Sea_Ventures-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,Hankookceb Travel & Tour,Multi-day Tours • Canyoning & Rappelling Tours,,,,,,"For almost 7 years in Tourism Industry, we have delivered excellent customer service in Travel & Tour Services in very affordable costs.",https://www.tripadvisor.com/Attraction_Review-g298460-d18720586-Reviews-Hankookceb_Travel_Tour-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,Maria Luisa Residence,Taxis & Shuttles • Walking Tours,,,,,,"The whole day tour activities allow you to discover the charm of Cebu major Landmarks and churches in addition to the fantastic shopping. For being a pure native here Cebu, Island of Cebu is full …",https://www.tripadvisor.com/Attraction_Review-g298460-d22987008-Reviews-Maria_Luisa_Residence-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,Whale Shark Oslob Tours,City Tours • Multi-day Tours,4.5,2,,,,"We offer the best and most affordable Oslob Whale shark encounter in Cebu, South of the Philippines. We have the best and most able tour guides. We also have the best car and van service for the private…",https://www.tripadvisor.com/Attraction_Review-g298460-d14788548-Reviews-Whale_Shark_Oslob_Tours-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,Cebu Car Rental,Taxis & Shuttles • Private Tours,1.0,3,,,,"Car Rental & Tours in Cebu City and all Cebu Island. Self-Drive car rentals, All-In with driver, City Tours, North Tours, South Tours. Moalboal or Kawasan. Olsob and Simala. We offer online booking…",https://www.tripadvisor.com/Attraction_Review-g298460-d19891945-Reviews-Cebu_Car_Rental-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,CebuScooter,Bike Tours • Self-Guided Tours & Rentals,,,,,,Cebuscooter.com offers unrivaled service and unique experiences through modern scooter rentals delivered to your doorstep.,https://www.tripadvisor.com/Attraction_Review-g298460-d17328253-Reviews-CebuScooter-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,CebuVan,Multi-day Tours • Canyoning & Rappelling Tours,5.0,1,,,,"Cebuvan offers reliable, low-cost car rental with driver in Cebu Philippines. Book online. Save time and money.",https://www.tripadvisor.com/Attraction_Review-g298460-d17328251-Reviews-CebuVan-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,Mark Emmanuel Ybanez,Multi-day Tours • Walking Tours,,,,,,"Feel more safe and secure with a travel buddy here in Cebu City I call myself a traveler; I have been travelling all around the world since 2015. I know how difficult it is, especially for solo travelers…",https://www.tripadvisor.com/Attraction_Review-g298460-d17584934-Reviews-Mark_Emmanuel_Ybanez-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,View Cebu Rent A Car,Taxis & Shuttles • Private Tours,,,,,,"Legit & Highly Recommended Tourist Tranport In Cebu Very Affordable Van Rental Service! Fully Vaccinated, Professional And Very Accommodating Drivers Well Maintained And Sanitized Units ✅ Services…",https://www.tripadvisor.com/Attraction_Review-g298460-d25129435-Reviews-View_Cebu_Rent_A_Car-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,D&M Travel &  Tours Services,Parasailing & Paragliding • Canyoning & Rappelling Tours,,,,,,"D&M Travel & Tours Services is a DOT-accredited travel agency based in Cebu, Philippines, offering private tours, transportation, and curated travel experiences. We specialize in group and private…",https://www.tripadvisor.com/Attraction_Review-g298460-d34086613-Reviews-D_M_Travel_Tours_Services-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,Cebu Adventures,Multi-day Tours • Private Tours,5.0,1,,,,"Cebu Adventures is a Cebu-based tour operator that creates and leads unforgettable guided experiences across Cebu Island and its neighboring gems—Bohol, Siquijor, Negros, and more. We’re not just …",https://www.tripadvisor.com/Attraction_Review-g298460-d33082752-Reviews-Cebu_Adventures-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,247  Cebu Travel Tours,Scuba & Snorkelling • Taxis & Shuttles,5.0,3,,,,"247 Cebu Travel and Tours intends to provide travel and adventure packages to tourists primarily in the Southern Cebu region, but also the whole of Philippines. Where you can expereience an Adventure…",https://www.tripadvisor.com/Attraction_Review-g298460-d24022769-Reviews-247_Cebu_Travel_Tours-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,Kawayan Resort Tours,City Tours • Multi-day Tours,,,,,,"Tours with accommodation, meals including hiking Mountains and waterfalls, mountain biking, beach tours, island hopping",https://www.tripadvisor.com/Attraction_Review-g298460-d27969220-Reviews-Kawayan_Resort_Tours-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,JGamers Travel Agency,Multi-day Tours • Adrenaline & Extreme Tours,,,,,,"We are Travel Agency base on Cebu City we offers Cebu City Tours, Cebu Uphills Tours, Cebu Uphill Tours.",https://www.tripadvisor.com/Attraction_Review-g298460-d27167410-Reviews-JGamers_Travel_Agency-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,Blu Range Cebu Tours by CyHan Travel & Tours,"Canyoning & Rappelling Tours • 4WD, ATV & Off-Road Tours",,,,,,"Blu Range Cebu Tours is a Cebu tour operator & Philippine DMC specializing in customized and private tours. At our company, we provide some of the best value travel and tour packages available. We…",https://www.tripadvisor.com/Attraction_Review-g298460-d33262734-Reviews-Blu_Range_Cebu_Tours_by_CyHan_Travel_Tours-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,MoalBoal Dive Bar Pro training center/墨寶潛吧潛水中心,Scuba & Snorkelling,5.0,1,,,,"1. Old experience and new thinking - from diving activities, professional coaching courses, expertise training, and enjoyable diving tours. 2. PADI Five-Star Coach Development Center - The total number…",https://www.tripadvisor.com/Attraction_Review-g298460-d16828810-Reviews-MoalBoal_Dive_Bar_Pro_training_center-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,cebudaytrips,Parasailing & Paragliding • Multi-day Tours,,,,,,"Hello, I am a local dmc in Cebu, Philippines, and I am a supplier of goods to companies. Detail Day Trip. We have travel agency companies in Cebu and Korea together and have been operating for the…",https://www.tripadvisor.com/Attraction_Review-g298460-d17393067-Reviews-Cebudaytrips-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,Michelle,City Tours • Cultural Tours,,,,,,"Adventure made easy—by locals who love the sea. Born and raised in the heart of Cebu, our team at Mama Vie Cebu Travels is made up of proud locals who know every hidden gem, secret beach, and scenic…",https://www.tripadvisor.com/Attraction_Review-g298460-d33062462-Reviews-Michelle-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,Flash Carwash Cebu - Salinas Drive,"4WD, ATV & Off-Road Tours",,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d32824023-Reviews-Flash_Carwash_Cebu_Salinas_Drive-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,DERICKS TRAVEL AND TOURS - CEBU,Multi-day Tours • Private Tours,,,,,,"As one of the leading tour operators in the Visayas, our tours cover the beautiful provinces of Cebu City, Bohol, and, most notably, the provinces of Leyte, Biliran, and Samar. We specialize in offering…",https://www.tripadvisor.com/Attraction_Review-g298460-d28474986-Reviews-DERICKS_TRAVEL_AND_TOURS_CEBU-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,eightnet travel and tours,"City Tours • 4WD, ATV & Off-Road Tours",,,,,,"Eightnet Travel and tours specializes in solo traveler, couple tour, diversed group and family travel. We take into consideration the need of each and the entire family to have the best possible experience…",https://www.tripadvisor.com/Attraction_Review-g298460-d17785705-Reviews-Eightnet_travel_and_tours-Cebu_City_Cebu_Island_Visayas.html,270
TripAdvisor,Brad Tours,Private Tours,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d32848819-Reviews-Brad_Tours-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Island TravelXP Tours,Multi-day Tours • Private Tours,,,,,,Island TravelXP Tours is committed to provide the best assistance to clients in delivering quality touring services. Island TravelXP Tours is a tour operator based in Cebu City and is accredited by…,https://www.tripadvisor.com/Attraction_Review-g298460-d17295131-Reviews-Island_TravelXP_Tours-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Motorent Cebu Scooter Bikes and Car Rental,Gear Rentals • Self-Guided Tours & Rentals,,,,,,"We rent high quality scooters, cars and motorcycles in Cebu City and around. Just get in touch for further information. ️",https://www.tripadvisor.com/Attraction_Review-g298460-d34316654-Reviews-Motorent_Cebu_Scooter_Bikes_and_Car_Rental-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Fly and Explore Travel and Tours,Multi-day Tours • Canyoning & Rappelling Tours,,,,,,"Fly and Explore Travel and Tour is a Cebu based company which caters all to all sorts of Travelers - from leisure explorers, adventure seekers and budget travelers.",https://www.tripadvisor.com/Attraction_Review-g298460-d15353980-Reviews-Fly_and_Explore_Travel_and_Tours-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,RaYo Travel Cebu Adventure,City Tours • Eco Tours,5.0,1,,,,Cebu City Tour Canyoneering in Kawasan Falls Waterfall Adventure in Aguinid & Tumalog Island hopping tour consist of Sardine Run and Turtle Point Oslob tour Booking hotels and ferries Advise or give…,https://www.tripadvisor.com/Attraction_Review-g298460-d15676545-Reviews-RaYo_Travel_Cebu_Adventure-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Cebu Island Tours,City Tours • Multi-day Tours,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d33374634-Reviews-Cebu_Island_Tours-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Cebu Travels and Oslob Tours,City Tours • Cultural Tours,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d34284365-Reviews-Cebu_Travels_and_Oslob_Tours-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Chris,Scuba & Snorkelling,,,,,,"Travel with Chris A modern-day Renaissance man whose life is a vibrant tapestry of diverse passions and pursuits. A true ""jack of all trades,"" Christian thrives on a dynamic lifestyle that keeps him…",https://www.tripadvisor.com/Attraction_Review-g298460-d33738611-Reviews-Chris-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,CHC Tour Services,Taxis & Shuttles • Day Trips,,,,,,"CHC TOUR SERVICES opened last April 1, 2016. We are a travel and tour company. Our humble beginnings started with referrals from ESL schools, doing it as our side income. We arrange and prepare the…",https://www.tripadvisor.com/Attraction_Review-g298460-d19685064-Reviews-CHC_Tour_Services-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Cebu Tour and Trip,Canyoning & Rappelling Tours • Scuba & Snorkelling,,,,,,"“People don’t take trips, trips take people.” – “When overseas you learn more about your own country, than you do the place you’re visiting.” – “To my mind, the greatest reward and luxury of travel…",https://www.tripadvisor.com/Attraction_Review-g298460-d12205515-Reviews-Cebu_Tour_and_Trip-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Affordabe Cebu Tours,Canyoning & Rappelling Tours • Scuba & Snorkelling,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d15614383-Reviews-Affordabe_Cebu_Tours-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Emerald Green Diving Center Mactan,Scuba & Snorkelling • Dolphin & Whale Watching,,,,,,"We offer snorkeling, diving, island shopping and other marine activities in the main areas of Cebu and Bohol in the Philippines. Diving is safe and secure with experienced instructors on hand!",https://www.tripadvisor.com/Attraction_Review-g298460-d34249668-Reviews-Emerald_Green_Diving_Center_Mactan-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Smile Travel Tours And Events Services,City Tours • Day Trips,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d33001321-Reviews-Smile_Travel_Tours_And_Events_Services-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,VsnapU,Photography Tours,,,,,,"VsnapU is a platform which connect photographers to the customers, We offer photography services as an activity to the traveler for there holiday, honey Moon, solo trips , group departures, etc. We…",https://www.tripadvisor.com/Attraction_Review-g298460-d20074574-Reviews-VsnapU-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Jes,Taxis & Shuttles • Private Tours,,,,,,"Reliable Cebu Tours with Local Touch Hi, I'm Jes, a local driver and tour operator based in Cebu, Philippines. I provide safe, comfortable, and well organized private tours around Cebu and nearby …",https://www.tripadvisor.com/Attraction_Review-g298460-d34094434-Reviews-Jes-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Cebu City Heritage Tours by Explore Cebu,Parasailing & Paragliding • Canyoning & Rappelling Tours,,,,,,"Explore Cebu Tours & Travel offers unforgettable experiences in Cebu. Enjoy City tours, adventure activities like canyoneering, island hopping, snorkeling. Our private tours let u explore at your …",https://www.tripadvisor.com/Attraction_Review-g298460-d34238047-Reviews-Cebu_City_Heritage_Tours_by_Explore_Cebu-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Laagan Travel and Tours,City Tours • Canyoning & Rappelling Tours,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d34092361-Reviews-Laagan_Travel_and_Tours-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Full-Day Madventure in Cebu,Adrenaline & Extreme Tours • Day Trips,,,,,,"Experience the best of Cebu City, starting with our Mad5! While every experience we create at Mad Monkey is thoughtfully designed, we have identified FIVE amazing and authentic experiences in each…",https://www.tripadvisor.com/Attraction_Review-g298460-d25293340-Reviews-Full_Day_Madventure_in_Cebu-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Kagana Tours,City Tours • Gear Rentals,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d34307884-Reviews-Kagana_Tours-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Shishaholics,Speciality & Gift Shops • Coffee & Tea Tours,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d34330155-Reviews-Shishaholics-Cebu_City_Cebu_Island_Visayas.html,300
